BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		salieron del restaurante, caminando por la rué des Marrons, riendo, entonados. Fueron al Crazy Horse. Bebieron exóticos coctails mientras presenciaban el elegante show erótico. Cuando vio que las mejillas de Michelle estaban arreboladas, Günther decidió partir. Éste es mi momento, se dijo, y ordenó al chofer de la limusina dar un paseo por la ciudad. Magníficamente iluminados, los monumentos y avenidas de París inducían un clima de romanticismo irresistible. Arrellanados en el asiento, se besaron apasionadamente. El chofer enfiló hacia el Hôtel Louis XIX.
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Bramó Fritz, y cuando estaba por dar la orden, cuando las glándulas salivales de su instinto asesino estaban babeando a pleno, por una de las esquinas asomó la punta de una de las limusinas de Günther.
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Gritó Fritz a tiempo, aunque mezclando los idiomas. La limusina comenzaba a llegar y en este momento se interponía en la línea de tiro. Rodeando el vehículo, los guardias motociclistas miraban hacia los costados, como lobos en acecho. El detector de infrarrojos de uno de ellos captó la guía láser de las armas que apuntaban en dirección a la limusina y dio la voz de alerta:
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		tiempo, aunque mezclando los idiomas. La limusina comenzaba a llegar y en este momento se interponía en la línea de tiro. Rodeando el vehículo, los guardias motociclistas miraban hacia los costados, como lobos en acecho. El detector de infrarrojos de uno de ellos captó la guía láser de las armas que apuntaban en dirección a la limusina y dio la voz de alerta:
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Los esbirros que acompañaban a Fritz abrieron fuego, por reflejo. El motociclista quedó convertido en una montañita de cenizas. Inmediatamente varios de sus compañeros rodearon la limusina, para defenderla, aun cuando ésta no había acabado de llegar. Otros abrieron fuego hacia el lugar de donde había provenido el ataque. Podría decirse que todo fue una conjura del entrenamiento y de los reflejos. No advirtieron que eran esbirros del mismo bando, y se desató una masacre. Afortunadamente
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		aun cuando ésta no había acabado de llegar. Otros abrieron fuego hacia el lugar de donde había provenido el ataque. Podría decirse que todo fue una conjura del entrenamiento y de los reflejos. No advirtieron que eran esbirros del mismo bando, y se desató una masacre. Afortunadamente, la parte de la limusina en la que iba Michelle no había llegado todavía a esa zona donde comenzaba una batalla con un poder de fuego pocas veces visto.
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		-No, debe ser una limus... -y ahí cayó en la cuenta-. ¡Una limusina! ¡Michelle! ¡Amparo, debo imprimir la novela ahora mismo!
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Finalmente la limusina terminó de llegar, bajaron algunos lacayos y, ajenos a la batalla, extendieron la alfombra roja. Lucas observaba y sabía que en esta oportunidad Michelle venía decidida a todo.
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		En el momento en que la limusina que llevaba a la radiante Michelle se aprestaba a partir, Amparo llegó a su casa, acompañada por los periodistas.
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		-Ya estamos llegando a la casa del escritor... es un edificio modesto... vemos a una limusina abandonando el lugar... posiblemente sea Modím, que trata de huir de la prensa. ¡Allá vamos!
Maronna, Jorge; Pescetti, Luis María: Copyright: plagios literarios y poder político al desnudo. Barcelona: Plaza & Janés, 2001.	Maronna, Jorge; Pescetti, Luis María	Copyright: plagios literarios y poder político al desnudo	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Varios periodistas corrieron tras el coche; Michelle los miraba sorprendida: por supuesto que había sido un momento único, pero al fin íntimo, ¿o esto será siempre parte de un orgasmo normal? -se preguntó-. Los periodistas, burlados por la velocidad de la limusina, regresaron justo a tiempo para acompañar a Amparo, que tocaba el timbre del apartamento de su amigo.
Lemebel, Pedro: Tengo miedo torero. Barcelona: Anagrama, 2001.	Lemebel, Pedro	Tengo miedo torero	2001	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		¿Te fijas que se usan los sombreros? La Primera Dama iba recostada en los algodones de la limusina tocada por la capelina Dior que Gonzalo, su estilista, le había comprado en Ibiza. Pero son para gente joven, mujer, ¿no viste que era una pareja de pololos? El sería joven, pero ella se veía bastante mayor, a pesar del sombrero amarillo que era una monada te diré. Gonza dice que
Lemebel, Pedro: Tengo miedo torero. Barcelona: Anagrama, 2001.	Lemebel, Pedro	Tengo miedo torero	2001	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		un refresco, ni una agüita. Y yo desmayándome de sed, afiebrada como camello. Y tú: espérate mujer que tienen que llegar las autoridades a recibirnos, tiene que haber problemas de protocolo, estarán preparando la suite presidencial. Cálmate mujer, no te desesperes que ya va a llegar la limusina, tienen que estar embanderando las calles porque llegamos un poco antes y no avisamos con tiempo. Tú sabes cómo son estos países salvajes. Pídele a la azafata una bebida, tranquilízate y trata de entender. Sí, una bebida, una bebida, sabes cómo engorda. Tú todo lo arreglas con una bebida
Lemebel, Pedro: Tengo miedo torero. Barcelona: Anagrama, 2001.	Lemebel, Pedro	Tengo miedo torero	2001	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		Después del beso a la rápida que le dio su mujer, subió los vidrios automáticos de la limusina para cortar los ecos de esa despedida. La hilera de coches tomó la calle arbolada del Barrio Alto en un aullido de sirenas. Y fue extraño el sobresalto que tuvo al escuchar ese alarido rompefilas, que siempre acompañaba sus desplazamientos. Esta vez le molestó ese ulular de emergencia, tan parecido al de
Lemebel, Pedro: Tengo miedo torero. Barcelona: Anagrama, 2001.	Lemebel, Pedro	Tengo miedo torero	2001	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		que aplaudirlo en el Estadio Nacional el 72, cuando los suecos le dieron el Nobel. En fin, se relajó, lo único bueno es que su mujer no le iba a llenar el fin de semana con su tarareo rezongón. Qué paz, qué éxtasis poder viajar solo, echado en el asiento de la limusina mirando los pastos tiernos que en esta época alfombraban la ruta. ¿Nos vamos por Pirque y no por la cuesta de Achupallas, mi general?, porque parece que en la cuesta están arreglando el camino, le comentó el chófer. ¡Qué raro que el alcalde no le hubiera dicho nada sobre los arreglos de
Iriarte, Alfredo: Espárragos para dos leones. Barcelona: Ediciones del Bronce, 2001.	Iriarte, Alfredo	Espárragos para dos leones	2001	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		Brunilda partió y desde el mismo día de su llegada a París comenzó a abrumar al presidente electo con llamadas, postales, cartas y cablegramas que obraron en el ánimo de Trimegisto a manera de potente combustible para su febril actividad como futuro mandatario de los palumbianos. En París, la futura primera dama alquiló una limusina con chofer hispanohablante e inició jornadas de ocho a diez horas diarias de compras que la invencible tarjeta de crédito soportaba sin trepidar. Adquirió un traje de novia muy acorde con su gusto, vale decir, excesivo en pompas, galas y ornamentos, y con la garantía de no haber a la sazón en todo el comercio
Wornat, Olga: Menem-Bolocco, S.A.. Buenos Aires: Ediciones B Argentina, 2001.	Wornat, Olga	Menem-Bolocco, S.A.	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Argentina	Río de la Plata			Una alfombra roja, adornada por flores y cintas blancas, fue colocada desde la entrada de la casa hasta la puerta de la limusina. Por allí caminó la ex Miss Universo rumbo al altar, donde la esperaba Michael Young, el novio importado de Estados Unidos, vestido de riguroso frac.
Wornat, Olga: Menem-Bolocco, S.A.. Buenos Aires: Ediciones B Argentina, 2001.	Wornat, Olga	Menem-Bolocco, S.A.	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Argentina	Río de la Plata			A las 4 de la madrugada Cecilia y Michael subieron a la limusina y se dirigieron al hotel Crowne Plaza, donde pasaron su noche de bodas. Al día siguiente abordaron un avión a París.
Martínez Ruiz, Gema: «Seis filloas para mí, seis filloas para ti». Baltés, Blanca... [et al.]: Teatro. Piezas breves. Madrid: Fundamentos, 2001.	Baltés, Blanca... [et al.]	Teatro. Piezas breves	2001	Primera edición	Ficción	Escrito	Libro	Teatro	España		Ficción		Manuel.- ¿Te has fijado cuantas limusinas había en la puerta?
Mendoza, Eduardo: La aventura del tocador de señoras. Barcelona: Seix Barral, 2001.	Mendoza, Eduardo	La aventura del tocador de señoras	2001	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		la mercancía allí expuesta (fajas, plantillas, calzado ortopédico y artículos para la incontinencia de orina) y mi seguidor se detuvo unos metros más atrás. El cristal del escaparate me ofreció el reflejo de su figura, sus rasgos faciales y su atuendo y en todos ellos pude reconocer al chófer negro de la limusina. Seguí caminando y al doblar una esquina me escondí en el retranqueo de un umbroso portal. Cuando mi perseguidor pasó por delante del portal, salí bruscamente del escondrijo y le pregunté:
Mendoza, Eduardo: La aventura del tocador de señoras. Barcelona: Seix Barral, 2001.	Mendoza, Eduardo	La aventura del tocador de señoras	2001	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		Nada tenía que perder accediendo a su invitación, de modo que le seguí hasta donde había estacionado en doble fila el coche. El cual resultó no ser la limusina de la vez anterior, sino un Seat de aquella época gloriosa en que cada vehículo era bendecido por el obispo y filmado por el NO-DO a la salida de la fábrica. Advirtiendo mi sorpresa y mi decepción, me confesó que la limusina era de alquiler.
Mendoza, Eduardo: La aventura del tocador de señoras. Barcelona: Seix Barral, 2001.	Mendoza, Eduardo	La aventura del tocador de señoras	2001	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		donde había estacionado en doble fila el coche. El cual resultó no ser la limusina de la vez anterior, sino un Seat de aquella época gloriosa en que cada vehículo era bendecido por el obispo y filmado por el NO-DO a la salida de la fábrica. Advirtiendo mi sorpresa y mi decepción, me confesó que la limusina era de alquiler.
Mendoza, Eduardo: La aventura del tocador de señoras. Barcelona: Seix Barral, 2001.	Mendoza, Eduardo	La aventura del tocador de señoras	2001	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		-. ¿Qué tiene que ver el robo de la carpeta azul con el asesinato del señor Pardalot? ¿Es mera coincidencia o se trata de un plan meticulosamente urdido? ¿Qué contiene la carpeta azul? ¿Por qué vino a recogerla la señorita Ivet en un taxi y no el enmascarado en la limusina conducida por usted? ¿Era el enmascarado el señor Pardalot y la señorita Ivet la hija del enmascarado y por lo tanto la hija del señor Pardalot?
Díaz Yanes, Agustín: Sin noticias de Dios. Madrid: Ocho y medio, 2001.	Díaz Yanes, Agustín	Sin noticias de Dios	2001	Fecha de estreno	Ficción	Escrito	Libro	Guion	España		Ficción		8. INT. CARRETERA. LIMUSINA DAVENPORT. DÍA
Criado, Ana: «De ella». El ruido de las miradas. Madrid: Lengua de trapo, 2001.	Criado, Ana	El ruido de las miradas	2001	Primera edición	Ficción	Escrito	Libro	Relato	España		Ficción		Raulito había empezado a dibujarse unos labios falsos por encima de los suyos, con esa precisión milimétrica que se sacan de la manga todas las mujeres hasta cuando madrugan (luego son incapaces de aparcar un utilitario en el hueco donde cabría una limusina, pero con el lápiz son sumamente diestras), y me quedé absorto mirándola. A ese juego no habíamos jugado todavía, y se me ocurrió que a mí también me apetecía pintar. Le quité de las manos el lápiz y la levanté en brazos para llevarla a la cama, con autoridad, como
«LOS ESPÍAS SE ENREDAN EN LA FIBRA ÓPTICA». El Tiempo. Bogotá: eltiempo.com, 2001-05-23.		El Tiempo	2001	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	Colombia	Caribe continental	Noticia		Con una red global de satélites y estaciones de escucha, la NSA oyó secretamente las conversaciones telefónicas del búnker del presidente iraquí, Saddam Hussein; arrebató secretos sobre el lanzamiento de misiles soviéticos, y una vez pescó al ex presidente soviético Leonidas Breznev hablando sobre su amante mientras se desplazaba en una limusina.
Arritola, Luis: «Recomendaciones para elegir los arreglos florales para su boda». La Opinión. Los Ángeles: laopinion.com, 2001-09-08.	Arritola, Luis	La Opinión	2001	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Estados Unidos	Estados Unidos	Noticia		Si le es posible, elabore sus arreglos para el auto nupcial --su propio carro o una limusina-- los distintivos para prender sobre la solapa de cada uno de los invitados, y los adornos para la mesa de los regalos con ramilletes formados con flores cultivadas en su propio jardín.
Arias, Jimmy: «El gordito terco de la guitarra». El Tiempo. Bogotá: eltiempo.com/archivo/documento/MAM-721348, 2001-12-30.	Arias, Jimmy	El Tiempo	2001	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Colombia	Caribe continental	Reportaje		Dos días después de ganar tres premios en los Grammy latinos (el pasado 28 de octubre), Juanes llega a la sede de la Universal en Bogotá, su casa disquera, no en limusina sino a pie y con los dorados gramófonos de los Grammy en una bolsa plástica que amenaza con romperse.
«Australia tiene su estrategia para que no le entre aftosa». El Pais. Montevideo: diarioelpais.com, 2001-06-11.		El Pais	2001	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	Uruguay	Río de la Plata			Hasta la anciana Reina Madre —británica y actual—, hubo de aceptar el viernes 9 de marzo que colocaran protecciones especiales en su calzado azul y que su real limusina pasara por mundano desinfectante, al ingresar al hipódromo Sandown Park para asistir a la Military Gold Cup, una de sus carreras de caballos favoritas.
«El príncipe Felipe, fotografiado en Oslo junto a la modelo Eva Sannum». El País. Madrid: elpais.com, 2001-08-26.		El País	2001	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España		Reportaje		Ha sido el tiempo lo que ha obligado a sustituir el descapotable que la Casa Real a había cedido a los novios y que utilizaron en 1968 el rey Harald y la reina Sonia el día de su boda, por una limusina cubierta.
«Tres en uno». El País. Madrid: elpais.com, 2001-07-26.		El País	2001	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España		Noticia		curiosos y acompañada de unos 250 invitados. La intérprete del tema principal de la película Titanic; su marido, el productor René Angelil, y el hasta ahora único hijo de la pareja -nacido el pasado 25 de enero tras un tratamiento de inseminación artificial-, llegaron a la basílica de Notre Dame a bordo de una limusina estilo Hollywood, precedidos por una escolta de motoristas. La parroquia -utilizada para los grandes acontecimientos de la ciudad, como el funeral por el ex primer ministro Pierre Trudeau- también fue el lugar elegido por el matrimonio para celebrar su espectacular boda en 1994, cuyos votos renovaron en Las Vegas en una fiesta de las mil y una noches
Cubillo, Igor: «7 Notas 7 Colores 'rapean' sus rimas en Bilbao y Bergara». El País. Madrid: elpais.com, 2001-05-30.	Cubillo, Igor	El País	2001	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España		Noticia		inevitable hablar de Hecho es simple cuando uno se refiere a 7 Notas 7 Colores, ya que ese estreno discográfico en 1997 revolucionó el hip hop en castellano y vendió más de 20.000 ejemplares en poco tiempo. Dicha cifra supuso todo un récord tratándose de artistas españoles, lo que animó a Mucho Muchacho a comprarse una limusina para destacar en El Prat de Llobregat, localidad que forjó el carácter de un MC (maestro de ceremonias) que no sabe si para ser un buen rapero es imprescindible ser arrogante. 'Yo soy arrogante por naturaleza. No necesitaba el rap para serlo, ya lo era antes. Es que voy de estrella, voy de
Calderero, José Miguel: «Ahorro y organización antes de decir “sí quiero”». El Mundo. Ariadn@. Madrid: elmundo.es, 2001-06-13.	Calderero, José Miguel	El Mundo. Ariadn@	2001	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España		Reportaje		respecto a otros portales es que ofrece información sobre todos los profesionales del sector, en todas las provincias españolas. El portal recibe un promedio de 3.000 visitas al mes y las informaciones más solicitadas son las consultas sobre estética, el consejo de profesionales y la búsqueda de servicios como, por ejemplo, el alquiler de limusinas. Pensando en el futuro, Ciberboda se dispone llevar a cabo, próximamente, actividades como la edición de un boletín, la publicación de reportajes especiales y la inserción de nuevas secciones.
Calderero, José Miguel: «Ahorro y organización antes de decir “sí quiero”». El Mundo. Ariadn@. Madrid: elmundo.es, 2001-06-13.	Calderero, José Miguel	El Mundo. Ariadn@	2001	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España		Reportaje		Los novios que busquen algo realmente original, pueden casarse en el único lugar del mundo donde casi a diario se celebran decenas de bodas, en Las Vegas. Para que se hagan una idea, utilizar una capilla durante media hora, un álbum de 12 fotos, un vídeo, música y una limusina para los novios puede salir por poco más de 20.000 pesetas. Wedding Las Vegas ofrece a los internautas información sobre más de 50 capillas disponibles en la ciudad del neón. Wedding Dreams es otro web al que acudir en busca de pequeñas iglesias. Sus páginas muestran, con todo tipo de detalles, las diferentes capillas disponibles
Ramos-Izquierdo, Eduardo: «Los años vacíos». Los años vacíos. México D. F.: Siglo XXI Editores, 2002.	Ramos-Izquierdo, Eduardo	Los años vacíos	2002	Primera edición	Ficción	Escrito	Libro	Relato	México	México y Centroamérica	Ficción		, por supuesto, ahora subiría. Isabelle canceló todas las citas de la tarde y musitó con voz susurrante y cómplice, pero que todos escucharon, que lo sentía, que tenía que subir. Sí, la esperaban el señor presidente De la Fresnaye con el director general. La esperaba el ascensor privado, la esperaba la limusina presidencial, la esperaba la torre plateada junto al Sena.
Partida, Eugenio: «Dos Escritores». La Habana Club y otros relatos. México D.F.: Editorial Joaquín Mortiz, 2002.	Partida, Eugenio	La Habana Club y otros relatos	2002	Primera edición	Ficción	Escrito	Libro	Relato	México	México y Centroamérica	Ficción		Era un negro, seco como un palo. De la tienda Armani salió una hermosa mujer, alta y vestida de negro. Llevaba cajas con el logotipo de la tienda y caminaba exhalando perfume, cremas, maquillaje, el mundo que esa misma sociedad produce para sus triunfadores. El chofer le abrió la puerta de la limusina. El hombre blues la siguió con la mirada sin dejar de tocar y cantar: "chillout, babe, things gonna change for you..." (Tranquila nena, las cosas van a cambiar para ti... pronto yo voy a estar en tu lugar mami... y voy a despedir al monigote ese bueno para
Oses, Darío: «La mujer de mi vida». La música de las esperas y otros cuentos. Santiago: Planeta, 2002.	Oses, Darío	La música de las esperas y otros cuentos	2002	Primera edición	Ficción	Escrito	Libro	Relato	Chile	Chilena	Ficción		Mientras el chofer transpiraba buscando la gata y la rueda de repuesto de la limusina funeraria, la mujer de mi vida abrió de par en par mi cómodo ataúd. "Sal de ahí y déjate de hueviar", me ordenó.
Izaguirre, Boris: 1965. Madrid: Espasa Calpe, 2002.	Izaguirre, Boris	1965	2002	Primera edición	Ficción	Escrito	Libro	Novela	Venezuela	Caribe continental	Ficción		Andrés escuchaba su canción favorita de The Beloved. Hay noches en las que no puedo dormir. Te amo más de lo que puedas saber, sólo que a veces ni siquiera logro mostrarlo. Y veía las luces dentro de la limusina cambiar de color, casi al ritmo de los trombones de la canción. Del verde al rojo. Del rojo al naranja. Del naranja al amarillo-limón. Del limón al azul eléctrico. Oh, Miami. Su adorada Miami era siempre una canción de amor balsámica que se
