BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Ameztoy, Begoña: Escuela de mujeres. Madrid: Oberon, Grupo Anaya, 2001.	Ameztoy, Begoña	Escuela de mujeres	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				Pero esto lo ha explicado magníficamente Bruno Bettelheim en su libro Psicoanálisis de los Cuentos de Hadas, que en la edición de la que dispongo suma 450 páginas de letra pequeña. Ni ustedes ni yo tenemos tiempo y paciencia en este momento para detenernos en el críptico simbolismo del despertar del alma, la unión del alma y el espíritu, el niño perdido en el bosque, los tres cerditos o la madre que parió a los siete enanitos.
Ameztoy, Begoña: Escuela de mujeres. Madrid: Oberon, Grupo Anaya, 2001.	Ameztoy, Begoña	Escuela de mujeres	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				dicho que Cristo puede ser una genética. Ahora les digo que también una disciplina académica, una asignatura fantástica, fórmula matemática, teorema, una composición musical, un mapa del tesoro y el tesoro oculto en el corazón de cada ser, que espera ser invocado con palabras de un abecedario que es también una lengua críptica y una clave metafísica.
Armendáriz Sanz, José Luis: Procesos de cocina. Madrid: Paraninfo, 2001.	Armendáriz Sanz, José Luis	Procesos de cocina	2001	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				– Chocha perdiz (Scolapax rusticola). Conocida por los cazadores como becada o sorda. Es un ave limícola de largo pico con un plumaje muy críptico; se caracteriza por su aspecto robusto y unas franjas de lado a lado de la cabeza, pesa en vivo entre 250 y 420 g. Habita en zonas húmedas y boscosas. Es muy apreciada por los gastrónomos y adquiere un precio considerable. La mayoría vienen importadas de Escocia por lo que vienen limpias, aunque se pueden
León, José Luis: Mitoanálisis de la publicidad. Barcelona: Ariel, 2001.	León, José Luis	Mitoanálisis de la publicidad	2001	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	España				1) El proceder alegórico-críptico. La publicidad es alegoría y criptograma a la vez, es un discurso alegórico, que bajo vibrantes formas expresivas encierra un mensaje cifrado, exposición fantástica de una historia que no se presenta como objeto de crédito obligado, como imposición de fe, que ofrece y a la vez esquiva la percepción literal y que prefiere esconder
León, José Luis: Mitoanálisis de la publicidad. Barcelona: Ariel, 2001.	León, José Luis	Mitoanálisis de la publicidad	2001	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	España				Eco (1997) ha señalado el uso histórico de la criptografía para eludir los riesgos de la persecución de la censura de cada época, mediante el ejemplo del críptico signo-pez con el que los cristianos representaban ocultamente a Cristo, capaz de eludir a los censores romanos; del mismo modo, en nuestro tiempo se construyen bypass simbólicos para superar los procesos de censura, como los provenientes de la ideología  cientista 5 Distinguimos entre ciencia y cientismo; el segundo es sólo ideología excluyente de la
Baeza, Pepe: Por una función crítica de la fotografía de prensa. Barcelona: Gustavo Gili, S.A., 2001.	Baeza, Pepe	Por una función crítica de la fotografía de prensa	2001	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				con las de sus contemporáneos de las artes plásticas. Pero en esta fórmula se olvidaba que, al tratarse de fotografías, la génesis de sus obras no "construía" los elementos de la obra, sino que los "seleccionaba" a partir de los graffitis realizados por los mendigos de París, con funciones de comunicación críptica y grupal; este aspecto hubiera permitido analizar estas obras de Brassaï también desde el documentalismo o desde la investigación antropológica, enfoques que hubieran estado absolutamente fuera de lugar en el análisis de las pinturas de Pollock, por ejemplo.
Boadella, Albert: Memorias de un bufón. Madrid: Espasa Calpe, 2001.	Boadella, Albert	Memorias de un bufón	2001	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				Prueba de que no nos equivocábamos fue que las escenas de más éxito eran, evidentemente, las copias imitadas al detalle. Otras escenas, sin dejar de seguir el estilo, querían expresar acentos más  personales, pero a pesar del esfuerzo para embutir en ellas contenidos trascendentales, derivaban en la mayoría de los casos hacia simbologías crípticas francamente indigeribles.No nos conformábamos con poco; teníamos títulos claramente reveladores: La sociedad, La muerte y la vida, País ocupado, Colores en movimiento, Campo de concentración, Inconsecuencias, etc. La fachenda del enunciado ya indicaba la mezcla de simplismo y pedantería con la que se había elaborado todo aquello. Pese a
Boadella, Albert: Memorias de un bufón. Madrid: Espasa Calpe, 2001.	Boadella, Albert	Memorias de un bufón	2001	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				, las actividades del grupo, el cual se sentía en la obligación de ofrecer a su público una simbología que acreditara su militancia. Números como País ocupat o L'ídol recibían una tempestad de aplausos, en un intento de proclamar unos ideales que todos compartían. Se trataba, claro está, de un lenguaje con pretensiones crípticas, que fuera de aquel contexto y aplicado a nuestro tiempo nos parecería destinado a un público infantil.
CORALES: Los chismes de Kike Narro, 13/06/01, RPP. 	CORALES	Los chismes de Kike Narro, 13/06/01, RPP	2001	Fecha de emisión	 	Oral	 		Perú	Andina	Magacines y variedades		yo lo adoro a él  me encanta él   cuando acabe mi reinado yo quiero ser como él pero en mujer ha dicho   ¿qué significa eso?   críptica la cosa  poco  poco extraño ¿eh?
Orione, Julio: «La naturaleza de las ideas». Clarín.com. Revista Ñ. Buenos Aires: edant.clarin.com/suplementos/cultura, 2001-09-23.	Orione, Julio	Clarín.com. Revista Ñ	2001	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Argentina	Río de la Plata	Reportaje	Periodicidad: semanal	No es un mérito menor de La evolución y las ciencias que sus autores hayan logrado un lenguaje accesible para un lector culto, evitando el Escila del lenguaje críptico y el Caribdis de la excesiva vulgarización. Escribieron un texto de alta divulgación, un estilo poco frecuentado por los investigadores argentinos y que debe ser agradecido por los lectores interesados en la relación entre varias ciencias biológicas (genética, paleontología, arqueología y paleontropología) y la evolución.
«Obras de Kafka, edición íntegra en español». La Jornada. México, DF: jornada.unam.mx, 2001-01-05.		La Jornada	2001	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	México	México y Centroamérica	Noticia		Asimismo "las alusiones a personas vivas que pudieran sentirse ofendidas (aunque Brod sí respetó las que se referían a él y no ejerció censura); los textos repetidos por Kafka con ligeras variantes, fragmentos de corte narrativo y dramático; o las citas, resúmenes y glosas de sus lecturas; así como pasajes crípticos y los dibujos con los que aliñaba su escritura".
«"Páginas en blanco. El 11 de septiembre en La Moneda"». Punto Final. Santiago de Chile: puntofinal.cl, 2001-09-15.		Punto Final	2001	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena	Reportaje	Periodicidad: quincenal. El texto fuente procede de https://archive.org/web/	Comisión intenta elucidar". Este último le está confiriendo un claro reconocimiento al acto que lleva a la muerte del presidente de La República, pero algo hace que el gesto de reparación mínimo que se le debe al Presidente se detenga, se silencie, se omita. Y se concluye con un curioso y críptico juicio: "Su caso es singular, sin duda alguna". ¿Qué significa esto? ¿Qué quiere decir? Todo y nada, que es único, que es particular, pero, ¿en qué y por qué?
López-Baralt, Mercedes: «DE  POETAS  Y  LOCOS TODOS tenemos un poco: Elidio La Torre Lagares y su primera novela». Revista del Instituto de Cultura Puertorriqueña. San Juan: icp.gobierno.pr, 2001.	López-Baralt, Mercedes	Revista del Instituto de Cultura Puertorriqueña	2001	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Puerto Rico	Antillas	Divulgación	Año 2, núm. 4 (Segunda serie)	nosotros por sus espléndidas colaboraciones como ensayista en El Nuevo Día, así como por su poemario Cuerpo sin sombras y por su libro de cuentos Septiembre. Se trata de Historia de un dios pequeño, publicada en el año 2000 por la Editorial Plaza Mayor. La leí con delectación, y sólo al final pude entender la dedicatoria críptica que me puso en una de sus páginas iniciales su autor: "Para Mercedes: comparto contigo esta historia de un amigo que te admira". Como Elidio tiene una letra que a veces muestra trazas de parentesco con la cultura egipcia, por lo jeroglífica, cuando la leí por primera vez me pareció simpática y
Verbitsky, Horacio: «Nuevas/viejas amenazas». Página/12. Buenos Aires: pagina12.com.ar/2001/01-02/01-02-25/pag11.htm, 2001-02-25.	Verbitsky, Horacio	Página/12	2001	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata	Reportaje		la ley establece que ese organismo dependerá "en forma directa e inmediata" del ministro de Defensa y no del Estado Mayor Conjunto. Además, la resolución encomendó al nuevo organismo la obtención de información y la producción de inteligencia estratégica correspondiente a "las misiones subsidiarias asignadas a las Fuerzas Armadas". Esta críptica referencia era un alambicado modo de permitir la inteligencia sobre Seguridad Interior, que las leyes prohíben a las Fuerzas Armadas. El 25 de octubre de 2000 la Comisión de Defensa del Senado aprobó un proyecto de resolución del aliancista Néstor Daniel Rostán, firmado por representantes de todos los partidos (los radicales Mario Losada y Luis León, los
«Foro». El Siglo. Panamá: elsiglo.com, 2001-06-01.		El Siglo	2001	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Panamá	México y Centroamérica			Los economistas parecieran hablar un lenguaje críptico, poco o nada comprensible para la mayoría de quienes vemos en la calle la desesperación de las mayorías sin esperanzas de redención.
«Argentina: cambiar las prioridades». Clarín. Buenos Aires: clarin.com, 2001-07-09.		Clarín	2001	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata			Extraña paradoja: para decidir el aumento de 3.000 millones de dólares de intereses de nuestra deuda externa (lo que gastaría en promoción social la ciudad de Buenos Aires en 20 años) se realizó una críptica negociación a puertas cerradas, sin el mínimo control parlamentario ni social. Para comprar 500 resmas de papel en una escuela o 50 litros de alcohol en un hospital público, se exige el llamado a una licitación pública y un concurso de precios, que a menudo demora meses.
Fernández-Santos, Elsa: «El divorcio de Kidman planea sobre el estreno de 'Los otros'». El País. Madrid: elpais.com, 2001-07-31.	Fernández-Santos, Elsa	El País	2001	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España		Noticia		mujer que entre él y su compañera de reparto en Vanilla sky no había absolutamente nada), Tom Cruise, siempre según la revista People, ha declarado que la verdad sobre su divorcio es algo que sólo saben ellos. 'Sólo Nic', comenta Cruise, 'conoce exactamente la razón de nuestra separación'. La críptica frase es, al parecer, todo lo que el famoso actor dirá sobre el asunto. 'Tom no añadirá nada más', afirma su abogado, Bert Fields, 'su principal preocupación son sus hijos y no quiere convertir todo esto en un debate público'. La custodia de los dos hijos adoptados por la pareja
Gómez, Monique: «Astrophysics Data System». El profesional de la información. Barcelona: Swets Blackwell S. L., 2001-04.	Gómez, Monique	El profesional de la información	2001	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España		Divulgación	Vol. 10, número 4	ADS tiene algunos inconvenientes tales como registros duplicados, referencias crípticas -a veces imposibles de interpretar especialmente cuando se trata de congresos-, referencias que deberían estar en una de las bases de datos y están en otra, etc. No obstante, actualmente la investigación astronómica no puede concebirse sin ADS o un sistema similar. Además constituye el archivo histórico de muchas revistas de astronomía, cosa
«EFE – Jerusalén». Faro de Vigo. Vigo: .farodevigo.es, 2001-06-21.		Faro de Vigo	2001	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				Según la críptica información de la reunión de ayer, tras las discusiones, el gabinete aprobó por unanimidad que Sharon y su ministro de Defensa, Benjamín Ben Eliezer, puedan ordenar "operaciones puntuales" cuando lo consideren apropiado, sin advertir al resto del gabinete.
Ramos, Laura: Diario íntimo de una niña anticuada. Buenos Aires: Editorial Sudamericana, 2002.	Ramos, Laura	Diario íntimo de una niña anticuada	2002	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		a los roncos cambios de tono propios de su particular naturaleza- en cierta locuacidad que mi penetración no lograba asir. Hablaba ante un público de dispares reacciones; en tanto yo intentaba alentarlo en esta inesperada propensión con amplias sonrisas ante sus no siempre inteligibles agudezas, mi desdeñosa compañera ni siquiera fingía comprenderlas. (Las crípticas ironías de D. requieren de un exhaustivo examen para comprender todas las implicancias de una breve frase, como si en ellas estuvieran comprimidos volúmenes de significación. Tras su escepticismo, creo percatarme, persiste un principio identificado naturalmente con el verdadero Arte, con la Poesía, con el pensamiento liberado de las coacciones del utilitarismo
Orosa, Juan J.: Los extraviados. México D. F.: Editorial Sexto Piso, 2002.	Orosa, Juan J.	Los extraviados	2002	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción		Los Crípticos
Hiriart, Hugo: El agua grande. México D. F.: Tusquets Editores, 2002.	Hiriart, Hugo	El agua grande	2002	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción	Se ha respetado la peculiar puntuación del autor	. Muy sencillo, diamantino por completo. Por lo tanto, es a todas luces necesario que el profeta sea desoído, ninguneado, vejado, tal vez, e injuriado, y tirado a loco. O bien, también sucede, que no se logre captar lo que el adivino dice, ya por el lenguaje metafórico, vago, críptico, desbocado, hermético y pintoresco de sus predicciones, ya por pésima fonética, hablar susurrando, pongo por caso, como el viento en los arboles en Delfos. Pero aun las visiones proféticas tienen su lógica, ya que, precisa otra vez Leibniz, Dios se adecúa al carácter y genio de sus pronosticadores: es
Morón Martínez, Tlilkówatl Armando: «Padre nuestro». Crónicas del ombligo. Madrid: Páginas de Espuma, 2002.	Morón Martínez, Tlilkówatl Armando	Crónicas del ombligo	2002	Primera edición	Ficción	Escrito	Libro	Relato	México	México y Centroamérica	Ficción		está examinando en lugar de ayudarlo a cargar. Con dificultad él ha volteado para ver qué quiere. Cada quién lleva la cruz de su dolor, si es que, hijo, tú deseas creer en cruces, le dijo el anciano de mirada demasiado profunda. Por fortuna él no entendería, sólo ha pestañeado ante frase tan críptica y salió. Vieran da tumbos de un extremo de la acera al otro por la calle 5 de Febrero, por poco renunciaría en plena plaza del Zócalo, descansará en el asta bandera, ha de seguir firme su destino hasta Argentina 28 esquina con San Ildefonso. Hemos llegado. El doméstico puerto.
Piña, Juan Andrés: El Problema Shakespeare y otros temas del teatro contemporáneo. Santiago de Chile: RIL editores, 2002.	Piña, Juan Andrés	El Problema Shakespeare y otros temas del teatro contemporáneo	2002	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Chile	Chilena	Académico		ausentes en presencia. En el segundo caso, Marengo..., también se trataba de una atmósfera hecha de recuerdos, pesadillas y fragmentos de sueños de un protagonista que recuerda el interrogatorio a que fue sometido él y sus compañeros de un circo marginal. La obra tenía momentos hermosos y terribles, aun cuando quizá fue excesivamente críptica y tampoco fundó escuela.
Martinic, Mateo: Estrecho de Magallanes. Puerta de Chile. Santiago: LOM Ediciones, 2002.	Martinic, Mateo	Estrecho de Magallanes. Puerta de Chile	2002	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Chile	Chilena	Divulgación		, a propósito de un trabajo sobre cartografía antigua, sabemos que Affonso habría entrado al Estrecho llegando al Pacífico, luego habría explorado parte de la comarca occidental de la Tierra del Fuego y, reingresando al Estrecho de Magallanes, habría salido por la boca oriental con rumbo a Europa. De sus misteriosas singladuras quedó una descripción algo críptica y un sugerente aunque elemental mapa de la Región Magallánica, como elementos de probanza para la posteridad.
Recamán Santos, Bernardo: Los números. Una historia para contar. Bogotá: Taurus, 2010.	Recamán Santos, Bernardo	Los números. Una historia para contar	2002	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	Colombia	Caribe continental	Divulgación		sino unas herramientas de producción más baratas que resultan en excedentes antes desconocidos, los cuales, a su vez, estimulan el comercio y la participación de sectores más grandes de la población en los asuntos de interés público y en la economía. Este panorama se refleja en dos grandes innovaciones: la sustitución de la enrevesada escritura críptica del Antiguo Oriente por un alfabeto fácil de utilizar y la introducción de la moneda. Las poblaciones que surgieron a lo largo de la costa de Asia Menor y de la península griega ya no eran centros administrativos del despotismo oriental, sino conglomerados de comerciantes independientes y políticamente conscientes. Surge así la polis griega, la
Recamán Santos, Bernardo: Los números. Una historia para contar. Bogotá: Taurus, 2010.	Recamán Santos, Bernardo	Los números. Una historia para contar	2002	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	Colombia	Caribe continental	Divulgación		, quedaría, entonces, convertido simplemente en una secuencia de cifras parecidas a las de una tarjeta de crédito: 200500011315. Es casi seguro que en algún lugar de , quizás incluso entre los dos mil millones de cifras encontradas por los hermanos Gregory y David, se encuentre un bloque de números idéntico a éste, con su críptico mensaje amoroso.
Alburquerque, Andrés: «Mediocre prosa futura». Diez cuentos cubanos, más o menos. Madrid: Editorial Betania, 2002.	Alburquerque, Andrés	Diez cuentos cubanos, más o menos	2002	Primera edición	Ficción	Escrito	Libro	Relato	Cuba	Antillas	Ficción		a tres, de amarse, de intentar mover la vida hacia adelante, de dejarse balancear por el movimiento de las olas, de la belleza del crepúsculo, de las estrellas que en pocos minutos comenzarán a brillar, sus cabezas apoyadas una contra la otra, sin temor, sin susurros, sin epítetos crípticos dejados caer al oído, sin palabras en ráfaga a medio volumen, los ojos fijos en el sol que lentamente se sumerge en el mar, las manos entrelazadas en la proverbial y antigua caricia símbolo de la unión a pesar de todo y de todos... quizás, sólo quizás, esta será nuestra verdadera venganza.
Rodríguez de León, Francisco: Con flores a la reina. Nueva York: Editorial Nostrum, 2002.	Rodríguez de León, Francisco	Con flores a la reina	2002	Primera edición	Ficción	Escrito	Libro	Novela	República Dominicana	Antillas	Ficción		—Estás lacónico, muy lacónico, viejo. Estás críptico. Escondes algo.
Bravo, Alejandro ... [et al.]: «4. CONCEPCIONES SOBRE LA MATEMÁTICA Y SU ENSEÑANZA EN EL BACHILLERATO». Peña, José Antonio de la [comp.]: ALGUNOS PROBLEMAS DE LA EDUCACIÓN EN MATEMÁTICAS EN MÉXICO. México D. F.: Siglo veintiuno editores, s.a. de c.v.; Instituto de Matemáticas UNAM, 2002.	Peña, José Antonio de la [comp.]	ALGUNOS PROBLEMAS DE LA EDUCACIÓN EN MATEMÁTICAS EN MÉXICO	2002	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	México	México y Centroamérica	Académico		En algunos ejemplos de problemas referentes a situaciones reales encontramos un lenguaje carente de significado. Lejos de tratar de ver a la matemática como un intento de entender la realidad, se la ve como un asunto que sólo pueden tratar "los iniciados", por tener un lenguaje críptico propio.
Iglesias, Carmen: De historia y literatura como elementos de ficción. Madrid: Real Academia Española, 2002.	Iglesias, Carmen	De historia y literatura como elementos de ficción	2002	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España		Divulgación	El texto contiene citas ajenas al autor	áreas de la historiografía resultaban, a veces, casi patéticos: hacer largas series estadísticas del vocabulario de las obras de grandes pensadores para acabar con un resultado que la simple lectura atenta de sus obras proporciona casi como un lugar común, era bastante frustrante. Peor todavía me parece que fue la implantación de un lenguaje críptico, que pretendía ser una especie de jerga cientificista, más o menos émula de las pedantes jergas utilizadas en algunas de las pujantes ciencias sociales, y que a lo que más recordaba era al comentario volteriano del filósofo de Micromegas, cuando citaba en una lengua supuestamente griega que admitía desconocer y respondía al asombrado
Ezkerra, Iñaki: ETA pro nobis. El pecado original de la Iglesia vasca. Barcelona: Planeta, 2002.	Ezkerra, Iñaki	ETA pro nobis. El pecado original de la Iglesia vasca	2002	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	España				junto con otros catorce profesores de Vizcaya, entre los que se encontraba asimismo Jesús Ellacuría, gran amigo suyo y, como él, doctor en Teología a la vez que sacerdote secular y hermano carnal del célebre jesuita asesinado en El Salvador. La casualidad o el destino se teje a veces con unos hilos sutiles que no revelan pero que insinúan una críptica estructura del mundo, un raro y oculto sentido de las vidas o las cosas que parece escaparse a ellas mismas.
Ezkerra, Iñaki: ETA pro nobis. El pecado original de la Iglesia vasca. Barcelona: Planeta, 2002.	Ezkerra, Iñaki	ETA pro nobis. El pecado original de la Iglesia vasca	2002	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	España				Esta apelación, que es tradicional y universal, hace que, en este caso concreto, ése sea el sector más reprimido, más críptico y más hermético de la sociedad vasca pero también el más decisivo en potencia. Si de la lectura interesada y filibustera del Evangelio procede el veneno, en una lectura honesta del mismo tiene que encontrarse el antídoto aunque sea difícil su aplicación dada la falta de espontaneidad y el olor a cerrado del mundo
Miret Magdalena, Enrique: ¿Qué nos falta para ser felices? Un nuevo modo de pensar y de vivir. Madrid: Espasa Calpe, 2002.	Miret Magdalena, Enrique	¿Qué nos falta para ser felices? Un nuevo modo de pensar y de vivir	2002	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				hombres de la calle. Si no, sus consejos no llegarán nada más que a sus adictos. Ese ponerse a ras de tierra es lo que han hecho los pensadores más famosos como Lao-tse, Confucio o Buda, en Oriente; y Sócrates, Platón y Aristóteles, en Occidente. Ninguno de ellos usaron un lenguaje críptico, ni siquiera especializado. Hablaron como tú y como yo, para exponer su cultura profundamente humana, y que así les siguiéramos. Lo mismo hicieron los cristianos más importantes, como san Agustín o santo Tomás; este último escribió de este modo su tratado más importante de religión,  porque lo acomodó para los que empezaban a
Rojo, Alfonso: Matar para vivir. Barcelona: Plaza y Janés, 2002.	Rojo, Alfonso	Matar para vivir	2002	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		Hubo un momento de estupor en la sala, que Porta ahondó con otra frase, que a unos les sonó críptica y a otros, provocadora.
Sotillos Palet, Eduardo: 1982. El año clave. Madrid: Aguilar, 2002.	Sotillos Palet, Eduardo	1982. El año clave	2002	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	España				realizó y recibió varias llamadas telefónicas, tranquilizó a todos, incluso a los que ya fantaseaban con una marcha espectacular por la muga, y acabó el episodio con el aire del encuentro de unos buenos amigos. En las hemerotecas figura la advertencia que el líder socialista había formulado en Alicante pocos días antes, un mensaje críptico para la mayoría de su entusiasta auditorio: «Existe una trama civil mucho más peligrosa que el grupo de ciudadanos con uniforme que se dejan intoxicar».
