BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Quinto Núñez, Bayardo: «LO HABIA IMAGINADO». El robo del laberinto y otros cuentos. Managua: Bayardo Quinto Núñez, 2001.	Quinto Núñez, Bayardo	El robo del laberinto y otros cuentos	2001	Primera edición	Ficción	Escrito	Libro	Relato	Nicaragua	México y Centroamérica	Ficción		El cáncer en el intestino lo consumió, murió en paupérrima pobreza y con un gran sentido y amor a la vida, dejó su descendencia inmiscuida en un torbellino de pobreza, a tal extremo, que sus hijos tuvieron que afrontar conjuntamente con su madre las envestidas del sistema asfixiante.
Hernández, Mireya: Vivir la vida. Panamá: Editorial Mariano Arosemena, 2001.	Hernández, Mireya	Vivir la vida	2001	Primera edición	Ficción	Escrito	Libro	Teatro	Panamá	México y Centroamérica	Ficción		Diógenes: (ASINTIENDO AL RECORDARla) ¿La mulatita que es como un torbellino?
Mendoza, Élmer: El amante de Janis Joplin. Barcelona: Tusquets, 2001.	Mendoza, Élmer	El amante de Janis Joplin	2001	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción		En cuanto abrió se desató el torbellino, Carlota fue derribada por Sidronio Castro, que le colocó la pistola dentro de la boca, Llegó tu hora, tontolón, David identificó el tufo a mariguana y sintió ganas de correr al baño, Parece que nos vamos a separar, expresó la voz con una claridad inusitada, Sólo quería alcanzar a Janis, pensó
Guzmán, Humberto: Los extraños. México D. F.: Tusquets Editores, 2001.	Guzmán, Humberto	Los extraños	2001	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción		recriminarla y de odiarla, quiso adorarla. Se imaginó que se hincaba delante de ella y posaba su cabeza en su regazo, en su vientre, con exactitud, en su pubis. Besarla; lamerla; comerla. ¿Por qué no? ¿Por qué no abandonarse en ese torbellino del amor? ¿Por qué no él? ¿Por qué no tener una mujer de esa belleza? ¿Por qué no gozarla? Tampoco podía estar rechazando la vida cada día. «¡A la chingada las costumbres de México!», se dijo apretando los labios para no ser oído. ¿
Guzmán, Humberto: Los extraños. México D. F.: Tusquets Editores, 2001.	Guzmán, Humberto	Los extraños	2001	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción		Todavía no se reponía del interrogatorio de Marketa cuando se vio envuelto en un torbellino mucho mayor. Sin entender del todo lo que ocurría, sus ojos le enseñaron que la joven comenzaba a desnudarse. No quiso creerlo, pero era cierto. Se desnudaba. Así, como si nada. Comenzó a hacerlo con torpeza. Se desabotonó la blusa; luchó por bajar el cierre de la falda.
Cuello, Ketty María: El ángel del acordeón. Colombia: I/M Editores, 2001.	Cuello, Ketty María	El ángel del acordeón	2001	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		los niños a medida que pasaban por su lado y todos recibieron a Jesús convencidos de ser el elegido por ella. Poncho se olvidó del dolor de sus pies apretados y de la quemadura de la cera caliente del cirio. Su mirada se cruzó con la de ella y su sonrisa fue suficiente para originar en él un torbellino de vibraciones. "Apenas salga de todo esto le digo otra vez que sea mi novia". "El cuerpo de Cristo". "Amén".
Celis, Luisa María: Dos zafiros y un rubí. Caracas: Comala.com, 2001.	Celis, Luisa María	Dos zafiros y un rubí	2001	Primera edición	Ficción	Escrito	Libro	Novela	Venezuela	Caribe continental	Ficción		Richard se había disculpado con Antonella con un fabuloso ramo de rosas rojas. Él era un refugio, era sereno y apacible, mientras que Michael era como un torbellino que le dejaba la cabeza dando vueltas. Richard era además un amante sensible y apasionado. Pero ¿por qué tenía que llorar cuando pensaba en Michael? ¿Y si se sentía tan bien con Richard, porqué le daban ganas de golpearse la cabeza contra la pared cuando pensaba que ella misma lo había rechazado?
Laino, Domingo: «Primera Parte. IMPUESTO A LA TIMBA GLOBAL». Laino, Domingo; Martínez, Osvaldo: Globalización y pobreza. Asunción: QR Reproducciones Gráficas, 2001.	Laino, Domingo; Martínez, Osvaldo	Globalización y pobreza	2001	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	Paraguay	Río de la Plata	Divulgación		especulación financiera. Es siempre útil dar una mirada a las sabias reflexiones de John Maynard Keynes sobre las actividades financieras especulativas: "La especulación no hace daño cuando no es más que una burbuja encima de un flujo continuo de actividades productivas, pero ya no es así cuando la actividad productiva no es más que una burbuja en un torbellino especulativo". Hoy día, la especulación es el torbellino y la actividad productiva es apenas una burbuja.
Laino, Domingo: «Primera Parte. IMPUESTO A LA TIMBA GLOBAL». Laino, Domingo; Martínez, Osvaldo: Globalización y pobreza. Asunción: QR Reproducciones Gráficas, 2001.	Laino, Domingo; Martínez, Osvaldo	Globalización y pobreza	2001	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	Paraguay	Río de la Plata	Divulgación		sabias reflexiones de John Maynard Keynes sobre las actividades financieras especulativas: "La especulación no hace daño cuando no es más que una burbuja encima de un flujo continuo de actividades productivas, pero ya no es así cuando la actividad productiva no es más que una burbuja en un torbellino especulativo". Hoy día, la especulación es el torbellino y la actividad productiva es apenas una burbuja.
Ferrer Agüero, Luis María: El emperador chino de occidente (El Dr. F.): guión cinematográfico. Buenos Aires: Dunken, 2001.	Ferrer Agüero, Luis María	El emperador chino de occidente (El Dr. F.): guión cinematográfico	2001	Primera edición	Ficción	Escrito	Libro	Guion	Paraguay	Río de la Plata	Ficción		María: Realmente ha sido como un torbellino. La sucesión de temas, la variedad de los enfoques... A veces he tenido que elegir y la verdad... ha sido muy difícil. Pero me han llamado la atención los trabajos sobre Bolívar del Profesor Méndez de Caracas, la ponencia del Dr. Da Silva sobre la aristocracia y las fiestas del Imperio en el
González, Mirza L.: «Fugas. La fuga de las Teresonas». Astillas, fugas, eclipses. Madrid: Editorial Betania, 2001.	González, Mirza L.	Astillas, fugas, eclipses	2001	Primera edición	Ficción	Escrito	Libro	Relato	Cuba	Antillas	Ficción		se da cuenta que no lo lleva, y le pregunta a la persona que en ese momento pasaba por su lado; casualmente, un pasajero que rápidamente se bajó del ómnibus y atravesaba la calle para entrar en la tienda. Se cruzan las miradas entre la pregunta y la respuesta y empieza en ese momento el torbellino de amor que conmocionó a seis vidas y escandalizó a todo un pueblo.
González, Mirza L.: «Eclipses. Los pájaros malditos». Astillas, fugas, eclipses. Madrid: Editorial Betania, 2001.	González, Mirza L.	Astillas, fugas, eclipses	2001	Primera edición	Ficción	Escrito	Libro	Relato	Cuba	Antillas	Ficción		Un túnel en la distancia, luces como salamandras de fuego, constelaciones que han bajado a la tierra en busca de temporalidad, de concreción. En el torbellino de figuras humanas el movimiento es constante. Las aspas blancas a la salida del boquerón oscuro, urgentes de velocidad mueven al vértigo.
Mansur, Nara: Ignacio & María . Buenos Aires: celcit.org.ar, 2013-02-27.	Mansur, Nara	Ignacio & María 	2001	Fecha de escritura	Ficción	Escrito	Libro	Teatro	Cuba	Antillas	Ficción	Fecha de publicación: fecha de descarga del texto fuente	El torbellino con que me amenaza. El café que se vuelve un beso negro.
Ehrenhaus, Andrés: La seriedad. Barcelona: Mondadori, 2001.	Ehrenhaus, Andrés	La seriedad	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Ahora, mientras camina, solapas del paleto levantadas, echando vapor por los nostrilos como poco antes había hecho el individuo, trata de recomponer la imagen de la esposa. Una mujer un poco ancha, cárnica, con el pelo siempre arrebatado. Puatrina pecosa. Esa tipología de mujeres son un torbellino en la cama. Tal vez no fuera una belleza pero supuraba sensualidad. Labán no sabe por qué habla en pasado de ella. Al final del cabo, la que está seca no es ella sino su marido. Ella se sentirá ahora, repentinamente, más viva que nunca. Será un núcleo duro de violentas
Farriols, Mercedes: De todo lo que no se ve. Buenos Aires: Nueva generación, 2004.	Farriols, Mercedes	De todo lo que no se ve	2001	Fecha de estreno	Ficción	Escrito	Libro	Teatro	Argentina	Río de la Plata	Ficción		Mientras María Eugenia padece todo lo que le pasa, tratando de no expresarlo, en off se escucha su pensamiento. Eugenia es un torbellino imparable de palabras y pensamientos uno tras otro.
Castillo Ponce, Gonzalo: «Semiótica: lenguaje y comunicación en el sinfonismo mexicano». Espinosa Proa, Sergio [coord.]: Consonancias y disonancias. Filosofía y música en el fin de milenio. Zacatecas: Unidad Academica de Docencia Superior, Universidad Autónoma de Zacatecas, 2001.	Espinosa Proa, Sergio [coord.]	Consonancias y disonancias. Filosofía y música en el fin de milenio	2001	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	México	México y Centroamérica	Académico		El compositor de finales de siglo no intenta entonces repetir estructuras «inyectadas» de periodos históricos específicos (como el posromanticismo), o de corrientes estilísticamente pretéritas (clásica, barroca, etcétera), sino reflejar y expresar aspectos que atañen a una época inestable y «ventilar» sinfónicamente el torbellino social sirviéndose de actitudes creativas, derivadas de y proyectadas hacia lo gnoseológico, lúdico, educativo, inventivo, semiótico...
Camilo, Pedro: Chat. Santo Domingo: Editora Cole, 2001.	Camilo, Pedro	Chat	2001	Primera edición	Ficción	Escrito	Libro	Novela	República Dominicana	Antillas	Ficción		Cuando terminó, se quedó absorto, cabizbajo, girando dentro de un torbellino de recuerdos. "Conocí a un inglés encantador". Esa frase de Rosalba, que en su momento le había provocado unos tremendos celos, regresó otra vez a su memoria. Asimismo, aquella mañana dominical estaba ahí, presente, con todo su patetismo. Luego de finalizar el chat, había comenzado a oír una
«En la ruta 66». Patiño, Allen: En el vado del Yaboc. Panamá: Portobelo, 2001.	Patiño, Allen	En el vado del Yaboc	2001	Primera edición	Ficción	Escrito	Libro	Relato	Panamá	México y Centroamérica	Ficción		cápsula decide tomar dos. Unos meses después es adicto: ha probado con diversos fármacos, unos para conciliar el sueño, otros para despabilarse. Los más fáciles de conseguir son las pastillas para adelgazar que suprimen el apetito y proporcionan un torrente de energía. Naturalmente, empieza a perder peso. Se sume en un torbellino de actividades; su entusiasmo y dedicación son inagotables, trabaja con el ánimo de tres. Para todos tiene un consejo oportuno, con todos se muestra afectuoso. Aunque su relación conyugal definitivamente ha cesado, Cindy resiente el poco tiempo que dedica al hogar; no pasa por su cabeza que su esposo le sea infiel
«En guardia, Míster Jones». Patiño, Allen: En el vado del Yaboc. Panamá: Portobelo, 2001.	Patiño, Allen	En el vado del Yaboc	2001	Primera edición	Ficción	Escrito	Libro	Relato	Panamá	México y Centroamérica	Ficción		El choque con las ennegrecidas aguas clava mil cuchillos en mi carne. La última bocanada de aire escapa con violencia de los pulmones mientras un torbellino me succiona por el túnel que desemboca en una cámara oscura impregnada de sal, azufre, almizcle. Un regazo esponjoso, palpitante y tibio, donde agoniza el fragor de lejanas corrientes marinas.
Cabañas, Esteban: «LA MALETA». Juego cruzado. Asunción: Arandurã, 2001.	Cabañas, Esteban	Juego cruzado	2001	Primera edición	Ficción	Escrito	Libro	Relato	Paraguay	Río de la Plata	Ficción		y en un gesto, que no olvidaré nunca, la arrojó al río. Mi llave ahogada, mi llave para siempre hundiéndose. Perdida en el vientre, como Jonás, de un pez vagabundo. Escuché con espanto el acuoso choque del objeto con esa masa líquida. Pasé todo el día mirando el torbellino de la estela que dejaba el barco. No fui a comer. Emilia se había plegado al enemigo y me examinaba con una suave sonrisa sardónica.
Cabañas, Esteban: «LA MALETA». Juego cruzado. Asunción: Arandurã, 2001.	Cabañas, Esteban	Juego cruzado	2001	Primera edición	Ficción	Escrito	Libro	Relato	Paraguay	Río de la Plata	Ficción		. Una, enloquecida, se sacó los suecos y los arrojó a la fogata en medio de un griterío feroz. Otra se desvistió totalmente danzando mientras las llamas le lamían la piel. Tomó con la mano derecha una botella y se la metió en la entrepierna. Danzó moviéndola de un lado a otro entre el torbellino de un humo gris y de miles de chispas iluminando el viento, con sus envolventes ráfagas.
Cabañas, Esteban: «OTRA VEZ». Juego cruzado. Asunción: Arandurã, 2001.	Cabañas, Esteban	Juego cruzado	2001	Primera edición	Ficción	Escrito	Libro	Relato	Paraguay	Río de la Plata	Ficción		. La amortajaron muy precipitadamente, sin permitirle que se le hiciera la autopsia. "-Nadie quiere saber de qué murió", sentenció la Abuela. Le cubrimos de pétalos. Abajo en el piso, un vaso de agua. Velas taciturnas. La noche fue tragándose a sí misma, huyendo en un torbellino al revés, recogiéndose hacia atrás, sacudiéndose la cola. No pensábamos volver tan pronto al cementerio. "El panteón de Paí Loló Cabañas es el séptimo a la derecha" -dijo alguien. El albañil con una seriedad de estatua, abrió el nicho. Al limpiarlo arrojó, con un poco
De la Vega, Ricardo: «En el centro». Los hombres ya no invitan a cenar. Asunción: Arandurã, 2001.	De la Vega, Ricardo	Los hombres ya no invitan a cenar	2001	Primera edición	Ficción	Escrito	Libro	Relato	Paraguay	Río de la Plata	Ficción		Las voces encontraban el torbellino cuando cruzó el portón de acceso. La música ondulaba sedienta. Le pidieron que se acercara al proscenio. Entre la escena de poetas y la orquesta de vocecitas reprimidas, tenía que cantar.
Hernáez, Luis: Levadura y Mostaza. Asunción: Arandurã, 2001.	Hernáez, Luis	Levadura y Mostaza	2001	Primera edición	Ficción	Escrito	Libro	Novela	Paraguay	Río de la Plata	Ficción		Al día siguiente esperó con impaciencia que Wenceslao volviera del campo para tratar de saber lo que los demás no querían contarle. El viento norte era un torbellino enloquecido, la polvareda una cortina gris que se espesaba en donde los remolinos se entrechocaban, las ramas estironeadas se contorsionaban, se peinaban las hojas con la fuerza que las empujaba una y otra vez, siempre del norte, siempre del norte. El sol desdibujado por el polvillo blanco daba una extraña luminosidad intensa
Montoya, Pablo: «El agua es fuego mojado». Razia. Medellín: Fondo Editorial Universidad EAFIT, 2001.	Montoya, Pablo	Razia	2001	Primera edición	Ficción	Escrito	Libro	Relato	Colombia	Caribe continental	Ficción		qué hacer. Y el otro, con la sonrisa de la pose, le hizo señas, como queriendo decir, no, ahí no, más allá, ahí, exacto. Hasta que el dedo, tembloroso, se hundió en el botón de la cámara. Y todo fue como sumergirse de nuevo en un torbellino de imágenes.
Montoya, Pablo: «Vagabundos». Razia. Medellín: Fondo Editorial Universidad EAFIT, 2001.	Montoya, Pablo	Razia	2001	Primera edición	Ficción	Escrito	Libro	Relato	Colombia	Caribe continental	Ficción		vino arenoso y un pedazo del peor pan. Estaba cerca del cementerio de Los Inocentes cuando, recostándose sobre un muro, observó el terreno. El calor era implacable. Surgían vaharadas de cebollas podridas, ajos cocinados y fermentaciones de uvas y manzanas. El cuerpo de un gato, que se disputaban un torbellino de moscas y dos perros famélicos, expelía los ácidos de la descomposición. Marcel, poco amigo de los disimulos, en la pausa de la observación, se olió los sobacos peludos envueltos en una hedentina temerosa de las aguas. Lanzó el aliento contra sus propias narices, poniendo una de sus manos como barrera al
Torres Rotondo, Carlos: Nuestros años salvajes. Lima: Alfaguara, 2001.	Torres Rotondo, Carlos	Nuestros años salvajes	2001	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina	Ficción		y filipinos, marineros de ojos vidriosos,             árabes con lentes oscuros y chinos coolíes, gatúbelas en látex con murciélagos a sus             espaldas, princesas fresa con su cetro y su corona dorada hecha de papel maché,             alrededor el mundo se movía demasiado rápido, ni siquiera podía fijar la vista en un             punto determinado, envuelto en el torbellino del mundo, donde no corre una brizna de             viento; y ahí todo se le confunde de nuevo, la adrenalina corre como electricidad por             las venas, una corriente de parejas arrastradas a bailar, nada entre remolinos de             rostros multicolores, se afana intentando encontrar el rostro de Mariana, se ve a sí             mismo como
Rivero Santa Cruz, Giovanna: Las camaleonas. Santa Cruz de la Sierra: La Hoguera, 2001.	Rivero Santa Cruz, Giovanna	Las camaleonas	2001	Primera edición	Ficción	Escrito	Libro	Novela	Bolivia	Andina	Ficción		detective se llamará, se llama, Sandalio Montaño, sus honorarios son altos, le gusta que le succionen la pipa con devoción. ¿Volverá a hacerlo Judy Palas? Aparento no saber nada de sus excentricidades de desahuciada. ¡Por Dios!, ¡qué lío complicado! Pero sólo me justifico en el centro de este torbellino de disfraces. En el caso de confirmar que Claudio es fiel como un perro cojo, ¿me quedaré con él?, ¿me asfixiará tanto su lealtad desmedida que un golpe mortal de aburrimiento me obligará a dejarlo? ¿Y si no es fiel?
Pedraza Pérez del Castillo, Pilar: Mujer escorpión. Novela inédita. La Paz: s. n., 2001.	Pedraza Pérez del Castillo, Pilar	Mujer escorpión. Novela inédita	2001	Primera edición	Ficción	Escrito	Libro	Novela	Bolivia	Andina	Ficción	Se respeta la no acentuación de las mayúsculas	como era vísperas de Noche Buena, no dejamos de convidar al propio Santa Claus, quien tuvo que escuchar los pedidos navideños, acompañados de confesiones de infidelidad de ambos bandos, pero con firmes deseos de reivindicaciones para el siguiente año, con lo que el pobre de Santa tuvo que renunciar a su pega a causa del torbellino erótico que le causaron los malos pensamientos acompañados de las buenas intenciones de las confesiones de mis invitados.
Pedraza Pérez del Castillo, Pilar: Mujer escorpión. Novela inédita. La Paz: s. n., 2001.	Pedraza Pérez del Castillo, Pilar	Mujer escorpión. Novela inédita	2001	Primera edición	Ficción	Escrito	Libro	Novela	Bolivia	Andina	Ficción	Se respeta la no acentuación de las mayúsculas	Por supuesto que la rencilla quedó sepultada en el desván de la abuela, para dar paso más bien a un torbellino de apasionadas e ininterrumpidas vivencias que me quitaron el sueño quince días seguidos, me robaron el corazón, los cinco sentidos convirtiendo a Olaf en mi primer pensamiento matutino y el último vespertino, en otras palabras, me hizo perder no sólo mi cordura entera, sino también mucho y más, como dice María Pura..."es
Pedraza Pérez del Castillo, Pilar: Mujer escorpión. Novela inédita. La Paz: s. n., 2001.	Pedraza Pérez del Castillo, Pilar	Mujer escorpión. Novela inédita	2001	Primera edición	Ficción	Escrito	Libro	Novela	Bolivia	Andina	Ficción	Se respeta la no acentuación de las mayúsculas	Sin comentarios y reprimiendo ese torbellino de preguntas sin respuestas, agradecí de corazón el obsequio, esperando unos minutos de soledad para recuperar los pergaminos de antiguos y milenarios hechizos, que hicieran la vida tan agradable y dichosa a tía Iscaria.
Castillo, Laura del: Los parientes de Brujas. Buenos Aires: Dunken, 2001.	Castillo, Laura del	Los parientes de Brujas	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción	Faltan las páginas 98-99 y 110-111 en el texto fuente	Nadie contestó. Sólo la noche desprendió un enorme pájaro sediento que cayó, herido, sobre las baldosas. Lo recogí llorando y lo extendí en la balaustrada. Largas hileras de mampostería, contra las cuales nos recostábamos para contemplar el torbellino de las hojas, porque debajo de nosotros se sostenían las palabras y algunas coincidencias remotas del mismo recuerdo olvidado por los tres.
Peña, Ruth: Rufina del Valle. Santo Domingo: Editorial Ciguapa, 2001.	Peña, Ruth	Rufina del Valle	2001	Primera edición	Ficción	Escrito	Libro	Novela	República Dominicana	Antillas	Ficción		Conjuntamente con el amor que siente por su amado, convirtiéndola en soñadora, se envuelve en un torbellino que sólo le permite respirar su perfume aromatizado, mezclado con la vegetación y la ambientología de esa región, que la sumerge en una ciudad encantada, donde sólo el trinar de las aves se convierte en cánticos de amor, que susurran al oído adormeciendo su piel, acariciando su tez escueta. Escribí fragmentos de ésta
Braun, Juan: Evita es Cosa Nostra. Ecuador: El Conejo, 2001.	Braun, Juan	Evita es Cosa Nostra	2001	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata			, no podía abandonarle a Eva Perón, no, no podía, después, tal vez, pero ahora no; con movimientos tiernos, el espíritu de María le dijo que sí, sí, me quedaré, pero tú te quedarás a mi lado para siempre, esa es la condición; Ricardo no dudó, como un torbellino hicieron el amor una vez más; luego desplegó sus alas y como si fuera un ave prehistórica regresó a su cuerpo que levitaba en la residencia; ninguno de los mortales había notado su ausencia, eran unos idiotas.
Pedrero, Paloma: El pasamanos. Madrid: Fundamentos, 2001.	Pedrero, Paloma	El pasamanos	2001	Primera edición	Ficción	Escrito	Libro	Teatro	España		Ficción		MERCEDES.— (Sube y llama a la puerta de SEGUNDO y ADELA.) Soy yo. (ADELA abre. MERCEDES entra como un torbellino.) Buenas noticias. (Extiende el papel a SEGUNDO.) Aquí está.
Bueno Álvarez, J. A.: El último viaje de Eliseo Guzmán. Madrid: Alfaguara, 2001.	Bueno Álvarez, J. A.	El último viaje de Eliseo Guzmán	2001	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		en el ensueño, desvanecidos y seculares, simples evocaciones de recuerdos remotos, antiguos. El aire de la tarde le golpeaba el rostro, le traía perfumes de primaveras anticipadas, y también esencias del ardor del verano y de la limpidez traicionera del invierno, todos los olores del campo, como un torbellino de estaciones furiosas, entraban por la ventanilla y se reunían en su olfato agonizante. Volvió la cabeza por última vez, pero solo se distinguían la tierra y la línea del horizonte confundidas con lomas de perfiles imprecisos, con lomas oscuras que iban tomando los colores suaves del cielo, como si el mar empezase
Bueno Álvarez, J. A.: El último viaje de Eliseo Guzmán. Madrid: Alfaguara, 2001.	Bueno Álvarez, J. A.	El último viaje de Eliseo Guzmán	2001	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		, cerró los ojos, se durmió y, a la mañana siguiente, al despertarse, empezó los trabajos del olvido que tan poco esfuerzo cuestan en la infancia, aunque siempre, cuando parece completada la tarea, ya hayan pasado unos días o muchos años, aparezca un resquicio por el que asoma el torbellino del recuerdo.
