BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
González Martínez, Arturo: «Lo apolíneo y lo dionisiaco en el Doctor Faustus, de Thomas Mann: el vínculo del genio con lo demoniaco». Espinosa Proa, Sergio [coord.]: Consonancias y disonancias. Filosofía y música en el fin de milenio. Zacatecas: Unidad Academica de Docencia Superior, Universidad Autónoma de Zacatecas, 2001.	Espinosa Proa, Sergio [coord.]	Consonancias y disonancias. Filosofía y música en el fin de milenio	2001	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	México	México y Centroamérica	Académico		Y es por eso que reflexionando acerca de su destino, de su ascensión de antiguo predestinada, impostergada, Zetblom juzga que la vida de Adrián fue una verdadera vida de artista, y que en la radiante esfera del genio lo demoniaco y lo irracional detentan un temible ámbito: que entre aquella y el reino inferior persiste un profundo vínculo, factible siempre de suscitar cierto espanto.
González Martínez, Arturo: «Lo apolíneo y lo dionisiaco en el Doctor Faustus, de Thomas Mann: el vínculo del genio con lo demoniaco». Espinosa Proa, Sergio [coord.]: Consonancias y disonancias. Filosofía y música en el fin de milenio. Zacatecas: Unidad Academica de Docencia Superior, Universidad Autónoma de Zacatecas, 2001.	Espinosa Proa, Sergio [coord.]	Consonancias y disonancias. Filosofía y música en el fin de milenio	2001	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	México	México y Centroamérica	Académico		Kretzschmar, profesor de música de Adrián, distinguía entre las épocas de culto y de cultura, y afirmaba que tanto la secularización del arte como su alejamiento del oficio divino, no constituían sino un efecto superficial y episódico. Que por su ascensión hasta un plano individual, solitario, donde la cultura significaba un fin en sí mismo, el arte se había cargado de una solemnidad indolente, de una severidad absoluta, de un patetismo vacuo, y que era reprobable que todo eso alterara así su inalterable destino. Pero ¿cuál podía ser entonces la expansión a que
Espinosa Proa, Sergio: «El sitio de la música: de la metafísica a la geofísica». Espinosa Proa, Sergio [coord.]: Consonancias y disonancias. Filosofía y música en el fin de milenio. Zacatecas: Unidad Academica de Docencia Superior, Universidad Autónoma de Zacatecas, 2001.	Espinosa Proa, Sergio [coord.]	Consonancias y disonancias. Filosofía y música en el fin de milenio	2001	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	México	México y Centroamérica	Académico		las artes en su identidad-y-diferencia con todas las esferas del espíritu (objetivo y subjetivo). En particular, las artes llevan la marca de un progresivo desprendimiento respecto de la inmediatez sensible. Documentan la historia de un desalojo. De la arquitectura a la poesía, del simbolismo al romanticismo, el paso es una ascensión del espíritu desde su abismarse en lo otro de sí mismo, un rito de pasaje que conduce al espíritu por los laberintos de la materia. Un cultivo: el tránsito del salvajismo a la civilización. Las artes desbrozan el ramaje selvático —abriéndole el horizonte a la religión, que comienza precisamente
Benítez Rojo, Antonio: Mujer en traje de batalla. Madrid: Alfaguara, 2001.	Benítez Rojo, Antonio	Mujer en traje de batalla	2001	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas	Ficción		al pasar junto a ella, el gesto desesperanzado de la hija de Monsieur Dinard, el secretario del juzgado, que abanicaba con su sombrero de paja el rostro abotagado y purpúreo de Madame Dinard; recordaría detenerse junto a una acacia, falta de aliento, para apoyar su espalda en el inclinado tronco mientras Justine continuaba la ascensión, diciéndole al pasar, «Vamos más arriba, mamá. Desde la cima podremos ver mejor el fuego»; recordaría quedarse allí, recostada en la acacia, el vestido de muselina verde de Justine confundiéndose con el follaje, y entonces volvería la mirada hacia la ciudad, ya convertida en una
Benítez Rojo, Antonio: Mujer en traje de batalla. Madrid: Alfaguara, 2001.	Benítez Rojo, Antonio	Mujer en traje de batalla	2001	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas	Ficción		, militar y del saber del mundo civilizado. Así, en pocos años, París y Napoleón se habían acercado tanto que su ausencia -se diría la del sol, y apenas exagero- provocaba un desconcierto general en la ciudad. Durante los meses que Josefina y él pasaron en Bayona para arreglar la ascensión de José Bonaparte al trono de España, toda suerte de rumores recorrieron las calles. Marie-Louise, por ejemplo, como si se tratara de un caso de su propia familia, tocó consternada a mi puerta para decirme, a las siete de la mañana, algo que había sabido de buena tinta la noche anterior: el
Hernáez, Luis: Levadura y Mostaza. Asunción: Arandurã, 2001.	Hernáez, Luis	Levadura y Mostaza	2001	Primera edición	Ficción	Escrito	Libro	Novela	Paraguay	Río de la Plata	Ficción		Alguna vez tendrás que perdonarme, así como me perdonó todo lo pasado el General Barreto, nuestro insigne Presidente Provisional, seguramente considerando todo lo que hice para ayudarle en su ascensión al mando, y todo lo que todavía le puedo ayudar en su vida pública, sin que se le pase por la cabeza en ningún momento, pobre ingenuo, que todo lo que hice lo hice por mi amigo, y que fue, nada más que otra ofrenda que le hice en nombre de nuestra amistad,
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		, Zurich y Stuttgart el libro Die Besten Bergsteigergeschichten (Los mejores relatos de montaña del mundo), del escritor alemán Martín Lutterjohann. En sus páginas 188 a 195 aparece el artículo “Jetzt ist er unser Huascarán”, escrito por C. Morales A., donde éste relata detalladamente el curso de la primera ascensión peruana del Huascarán Sur. No podía ser menor el valor del relato, puesto que él actuaba como jefe de la expedición y los que pusieron la bandera peruana en la cima, el 4 de agosto de 1953, fueron los miembros del Grupo Andinista Cordillera Blanca, de Huaraz. En relación a este relato de divulgación,
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		garganta por una serie de pendientes, algunas de ellas de impracticable paso hacia el lado norte. Hay dos espolones rocosos en el medio del glaciar que delimitan muy bien el ingreso al collado; de éstos, el espolón Sur, que hemos llamado ya ‘Espolón de Raimondi’, es la clave para las ascensiones, puesto que por una chimenea ubicada a su derecha se van haciendo peldaños en el hielo vivo, lo que permite salvar las pendientes agrietadas y arribar con todo alivio y felicidad a la garganta”.
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		Fuera de las escarpas de la pendiente norte del Huascarán no hay avalanchas serias, motivo por el cual una escalada al coloso no es peligrosa. Estas avalanchas o aludes abundan en cambio en la vertiente oriental, que es lógicamente una ruta impracticable y peligrosa. Dicen los geólogos que con el tiempo la ascensión al Huascarán será más dura que ahora, porque debido a la desglaciación la vertiente occidental se irá asentando de tal modo que dentro de unos 50 años presentará el perfil del este. Cuando esto ocurra, los andinistas tendrán que buscar nuevas rutas, quizás por la pared oeste del pico sur o por la cresta
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		. El mismo año, la periodista estadounidense Anne S. Peck hizo algunos intentos para conocer a los mejores guías. Dos años después, esta inquieta deportista hizo nuevas exploraciones y logró reunir valiosos datos andinistas que más tarde le serían muy importantes cuando se tratara de escaladas serias. El montañismo mundial estaba por entonces en boga. A las ascensiones en los Himalayas, el Pamir y los Alpes se sucedían conquistas cumplidas por curtidas damas, quienes con espíritu estoico trataban de emular los varoniles riesgos, ya fuera por afición o por el innato afán femenino de vanidad. El caso es que, a la postre, una gran deportista, la señora Workman, consiguió alcanzar
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		de Raimondi, Peck, Enock, Siebers y Weberbauer contribuyeron a despertar la afición extranjera por esta cordillera. Es así como llegan al Perú hombres de ciencia como Philip Borchers, Hans Kinzl, B. Luckas, E. Hein, R. Finzterwalder, K. Reicheneder, y otros alemanes y austríacos para cumplir las primeras ascensiones y los estudios tanto topográficos como glaciológicos y de los rayos cósmicos.
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		serios de vencer al Huascarán, quizá porque la montaña perdió atractivo para los turistas europeos o debido a las dificultades ocasionadas por la guerra mundial; hasta que en 1951 llegó al Perú la expedición franco-belga que tenía la bella intención de vencer los nevados Alpamayo y Quitaraju, el primero de los cuales es de muy difícil ascensión debido a sus pendientes de hielo vivo y peligrosas cornisas. En plan de entrenamiento los franco-belgas fueron por el valle de Llanganuco, subieron a diversos glaciares y acordaron hacer sus prácticas definitivas en las pendientes del Huascarán antes de atacar al Alpamayo. Es así como el 12 de julio comienzan a subir por el coloso M.
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		sesión extraordinaria celebrada por el Grupo Andinista Cordillera Blanca, el jefe de esa expedición, Eduardo San Vicente, nos lanzó un reto amistoso: que pusiésemos el pie en las cumbres por ellos dominadas, encontrando los significativos trofeos dejados en ellas. Esto nos animó, pues ya un año antes, cuando fundamos el grupo, habíamos propuesto la ascensión al Huascarán dentro del plan anual. Fue entonces que escogimos las cordadas que desde un año atrás habíamos estado preparando y, con el apoyo económico del diario El Comercio de Lima, nos decidimos a acometer la empresa, pese al limitado equipo de que disponíamos.
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		Para esta ascensión había otras facilidades. Los mexicanos nos dejaron en obsequio víveres deshidratados, además de una magnífica carpa; asimismo, Guillermo García, al bajar del pico Sur y en el trecho de las pendientes más difíciles, había dejado una cuerda colgante para hacer posible la subida. Tomamos el equipo depositado por el Dr. Hans Kinzl en
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		Kinzl en el Instituto Geológico del Perú y además pusimos todo nuestro equipo para la expedición, hallando además apreciables facilidades de parte del Control de Lagunas de la Cordillera Blanca, en cuya dependencia todos trabajábamos y por lo cual poseíamos la debida aclimatación. Es así como el 4 de agosto, exactamente un mes después de la ascensión azteca, vencían el pico Sur Fortunato Mautino, Guido Yanac, Macario Angeles, Apolonio Yanac, Felipe Mautino y Pedro Yanac, trazando nosotros toda la ruta para la escalada y dirigiendo desde el glaciar Raimondi la marcha. Pudimos vencer las pendientes gracias a la cuerda mexicana, quedando hermanados así dos esfuerzos latinos dignos de todo encomio.
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		Después de las ascensiones pioneras, la que sin duda tuvo carácter de epopeya fue la permanencia solitaria durante 60 días, a 6700 m de altura, del médico francés Nicolás Jaeger, con el apoyo logístico de Air France, su representante François Lafaye y diversas entidades industriales de Francia. Jaeger quería permanecer 100 días en la cima para demostrar la adaptación de
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		Las rutas más difíciles del Huascarán Sur son las paredes orientales sobre Matará y Ulta. En los años 1971-72 se juntaron, realizando atrevidas ascensiones, los siguientes montañistas de Austria, Nueva Zelandia, Australia y Estados Unidos: B. Ryan, E. Lackner, E. Koblmuller, P. Koradine, S. Hasitschka, M. Jones, J. Strang, G. Wayatt, B. Schneider, R. Schultz y Ch. Pollet. Usaron 1500 m
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		Fuera del Huascarán se registraron otras notables hazañas: Las ascensiones de las paredes norte del Huascarán, por las expediciones francesas de Robert Paragot en 1966 y Maurice Barrard en 1972. De la pared sur del Huandoy, por las expediciones francesa de René Desmaison, italiana de Franco Nembrini y japonesa de K. Kondo en 1976, en forma simultánea. La apertura de la
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		las cimas Mitopunta y Yanakaiko. El escalador de paredes Dean Caldwell vuelve para intentar conquistar el Yerupajá, pero nuevamente sin éxito. Los estudiantes de Poznan, Polonia, la ciudad de Copérnico, llegan dirigidos por el médico M. Grebieniow, suben hacia Cajatambo y basándose en el corazón del sistema Huacchash hacen numerosas primeras ascensiones al Copan Grande 5505 y alrededores, así como a cimas sin nombre que denominan Amistad 5295, Poznan 5265 y Confraternidad Polaco-Peruana. El grupo Tarantaise, con J. Plassiard, sube en solitario el Rasac, Siulá Chico y El Toro. Integraban entonces el grupo figuras que se hicieron después muy grandes en el montañismo mundial:
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		Messener y Peter Habeler, quienes se la jugaron comprometiéndose en una carrera contra el reloj que marcaba la caída de rocas del Yerupajá. Igualmente ascendieron esas montañas potentes grupos de montañistas estadounidenses, ingleses, argentinos, polacos y japoneses, todos los cuales fueron añadiendo vías a las ya existentes. Entre ellas, la primera ascensión del Yerupajá se debe a un equipo de la Universidad de Harvard. El ascenso de D. Harrah y J.C. Maxwell, en 1950, forma parte de las grandes gestas del montañismo estadounidense.
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		estas montañas. Así, tenemos en una época a Patrick Vallencant, que ascendió tres veces consecutivas al Yerupajá para filmar su descenso en esquí; y al médico montañero N. Jaeger, que realizó escaladas en solitario y en horarios increíbles: salía de madrugada y a la hora de cenar había vuelto con otra ascensión en el bolsillo; a los ahora eslovenos Sveticic y Trusnovec; y a los japoneses que fueron los primeros en seguir los pasos a Lionel Terray en el Taulliraju y Chacraraju Este y también los primeros en vencer la pared sur del Huandoy. También forma parte de la historia la odisea de supervivencia de Joe Simpson, retirándose
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		La ascensión pionera al máximo punto de esta cordillera la realizaron el francés Lionel Terray y los geólogos holandeses Geoffrey Egeler y Tom de Booy, junto con el suizo residente en el Perú Raymond Jenny y el andinista peruano Elíseo Vargas. Lo hicieron por el costado norte en 1956, mientras el topógrafo holandés R. Dykhout hacía levantamientos básicos. Este punto máximo es
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		En 1948 llega la expedición italiana de Luigi Binaghi, del CAI de Como, para hacer las siguientes primeras ascensiones con V. Meroni, P. Bernasconi, M. Bignami y el cineasta del K2 y famoso escritor de montaña Mario Fantin: Bononia 5110, Marconi 5340, Bonacosa 5290, Grau 5650, Inocencio XI 5545, Volta 5572, Como 5540, Panathlon 5145, Alpini 5172, Bolognesi 5185 y CAO 5070. A
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		LAS ASCENSIONES PERUANAS
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		En 1950 el Ampato, a 6310 m, fue escalado por vez primera por Piero Ghiglione y Giuseppe Giraudo. Estos vencen igualmente el Solimana 6275, situado al frente, sobre el cañón de Cotahuasi, y también la cima, que denominan Punta Eugenia, en 1952. Parodi y Franco Zadra repiten sus ascensiones en 1957 y 1958. En 1959 suben la punta máxima del Pichupichu 5680 y el volcán Ubinas. En 1970 el italiano S. Bignami vence el Solimana 6275 junto con J. B. Herrera. En 1976 Antonio Mastellaro, de Padua, sube al Hualcahualca llegando al punto 5920, que denomina Huanac Pacha, y dirigiendo
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		quienes estuvieron acompañados por Carlos Zárate. Entre los muros preincas encontraron, en la cima del Pichupichu 5680, restos de cerámica. El volcán Ubinas fue ascendido por el astrónomo austríaco Rudolf Falb en 1878, tal como lo afirma su ayudante Karl Ziak en el Der Mensch und die Berge de Stuttgart, 1956, en su índice de ascensiones extraeuropeas.
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		LAS ASCENSIONES PIONERAS AL COROPUNA
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		LAS ASCENSIONES PERUANAS POR CARABAYA
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		conquista, autografiada por dos grandes valores del alpinismo mundial Edmund Hillary de Inglaterra y Lionel Terray de Francia. Como una proyección del entusiasmo que había provocado el comienzo del andinismo tras la primera expedición al Huascarán en 1953, se fundó en la Universidad Comunal del Centro el Club Andinista Huaytapallana, cuyas primeras actividades fueron las ascensiones a la cordillera por parte de Inocencio Mamani y su hijo Pánfilo, así como del médico Gotardo Agüero, el lingüista Sebastián Ramos y gran cantidad de alumnos. También participaron, en 1960, el sudafricano Robert Stern y A. Ruibal Handabaka. En 1965 los huancaínos pidieron tecnificación al montañista estadounidense Stanley Sherpard, con quien subieron, sobre
Morales Arnao, César: Las cordilleras del Perú. Lima: Universidad San Martín de Porres, 2001.	Morales Arnao, César	Las cordilleras del Perú	2001	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Perú	Andina	Académico		. Frey y M. Mayer, quienes suben el Lasuntay Sur o Yurakrumi 5540. También arriba la expedición catalana, con J. Anglada y M. Gómez Sánchez, quienes van por la Mina Reina y escalan el Lasuntay Sur 5650. En 1970, después de labores de auxilio en la zona de Ancash, llegaron para hacer ascensiones Peter Barry de Nueva Zelandia y sus amigos de los Estados Unidos F. Hepburn y H. Clark y los alemanes de Stuttgart H. Strasser, U. Greve y J. Schneider. Volvieron al año siguiente por el abra Apucasa y subieron los nevados Sucsurazo 5298 e Illaylazo 5200. En 1972 arriban a la zona miembros de la expedición
